Schackr	Saker	Saker	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Schackr	Saker	Saker	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
schaln	Salen	Salen?	VERB.Inf	1.0	dict/danneil.json
schaln	Salen	Salen?	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Sohalmei	Salmei	Salmei	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Sohalmei	Salmei	Salmei	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Sohalmei	Salmei	Salmei	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Schalmei	Salmei	Salmei	NOUN.Fem	1.0	dict/danneil.json
Schalmei	Salmei	Salmei	NOUN.Fem.Acc.hd	0.9782608695652174	dict/danneil.json
Schalmei	Salmei	Salmei	NOUN.Fem.Dat.hd	0.967391304347826	dict/danneil.json
Schamp	Samp	Samp	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Schamp	Samp	Samp	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Schamp	Samp	Samp	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
schampir'n	SampIren	SampIren	VERB.Inf	1.0	dict/danneil.json
schampir'n	SampIren	SampIren	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
schamerfrn	SamperIren	SamperIren	VERB.Inf	1.0	dict/danneil.json
schamerirn	SamperIren	SamperIren	VERB.Inf	1.0	dict/danneil.json
schamerfrn	SamperIren	SamperIren	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
schamerirn	SamperIren	SamperIren	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
schampern	Sampern	Sampern	VERB.Inf	1.0	dict/danneil.json
schampern	Sampern	Sampern	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Schamus'l	SamÜsel	SamÜsel?	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Schamüs'l	SamÜsel	SamÜsel?	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Schamus'l	SamÜsel	SamÜsel?	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Schamüs'l	SamÜsel	SamÜsel?	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Schamus'l	SamÜsel	SamÜsel?	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
Schamüs'l	SamÜsel	SamÜsel?	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
Schan	San	San	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Schann'	San	San	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Schan	San	San	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Schann'	San	San	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Schan	San	San	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Schann'	San	San	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Schandsnüt	SandSnUt	Sand+SnUt	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Schandsnüt	SandSnUt	Sand+SnUt	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Schandsnüt	SandSnUt	Sand+SnUt	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Schandkôp	SandkOp	Sand+kOp	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Schandkôp	SandkOp	Sand+kOp	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Schandkôp	SandkOp	Sand+kOp	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Schandmail	SandmUl	Sand+mUl	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Schandmail	SandmUl	Sand+mUl	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Schandmail	SandmUl	Sand+mUl	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
schandern	Sandern	Sandern	VERB.Inf	1.0	dict/danneil.json
schandern	Sandern	Sandern	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Schandär	SandÄr	SandÄr	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Schandär	SandÄr	SandÄr	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Schandär	SandÄr	SandÄr	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Schandkôp	SankkOp	Sank+kOp	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Schandkôp	SankkOp	Sank+kOp	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Schandkôp	SankkOp	Sank+kOp	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Schanzlöper	SantslÖper	Sants+lÖper	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Schanzlöper	SantslÖper	Sants+lÖper	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Schanzlöper	SantslÖper	Sants+lÖper	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
schanäk'l	SanÄkel	SanÄkel?	VERB.Inf	1.0	dict/danneil.json
schanäk'l	SanÄkel	SanÄkel?	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Schap	Sap	Sap?	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Schap	Sap	Sap?	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Schap	Sap	Sap?	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
scharren	Saren	Saren	VERB.Inf	1.0	dict/danneil.json
scharren	Saren	Saren	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
scharnirlich	SarnIrlix	SarnIrlix	ADJ.Pos.Pred	1.0	dict/danneil.json
scharnirlich	SarnIrlix	SarnIrlix	ADV	0.78125	dict/danneil.json
scha	Sarwaulen	Sarwaulen	VERB.Inf	1.0	dict/danneil.json
scha	Sarwaulen	Sarwaulen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
schattern	Satern	Satern	VERB.Inf	1.0	dict/danneil.json
schattern	Satern	Satern	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
schawuppen	Sawupen	Sawupen	VERB.Inf	1.0	dict/danneil.json
schawuppen	Sawupen	Sawupen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Schefft	Seft	Seft	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Schefft	Seft	Seft	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Schefft	Seft	Seft	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Scheitstên	SeitstEn	Seit+stEn	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Scheitstên	SeitstEn	Seit+stEn	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Scheitstên	SeitstEn	Seit+stEn	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Scheit	Seit	Seit	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Scheit	Seit	Seit	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Scheit	Seit	Seit	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
Schell	Sel	Sel	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Schell'	Sel	Sel	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Schell	Sel	Sel	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Schell'	Sel	Sel	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Schell	Sel	Sel	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Schell'	Sel	Sel	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Schellnbraod'n	Selenbråden	Selen+bråden	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Schellnbraod'n	Selenbråden	Selen+bråden	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Schellnbraod'n	Selenbråden	Selen+bråden	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
schelln	Selen	Selen	VERB.Inf	1.0	dict/danneil.json
schelln	Selen	Selen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
schellen	Selen	Selen	VERB.Inf	1.0	dict/danneil.json
schellen	Selen	Selen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Schelp	Selp	Selp	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Schelp	Selp	Selp	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Schelp	Selp	Selp	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
schelpig	Selpig	Selpig	ADJ.Pos.Pred	1.0	dict/danneil.json
schelpig	Selpig	Selpig	ADV	0.78125	dict/danneil.json
Schëlw'r	Selver	Selver	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Schëlw'r	Selver	Selver	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Schëlw'r	Selver	Selver	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Schëlw'r	Selver	Selver	NOUN.Sg.Acc	1.0	dict/danneil.json
Schëlw'r	Selver	Selver	NOUN.Sg.Dat	1.0	dict/danneil.json
Schëlw'r	Selver	Selver	NOUN.Sg.Nom	1.0	dict/danneil.json
schëlwern	Selvern	Selvern	VERB.Inf	1.0	dict/danneil.json
schëlwern	Selvern	Selvern	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Schânstäd	Sensted	Sen+sted?	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Schânstäd	Sensted	Sen+sted?	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Schânstäd	Sensted	Sen+sted?	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Schänstell	Senstel	Sen+stel?	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Schänstell	Senstel	Sen+stel?	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Schänstell	Senstel	Sen+stel?	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
schenant	Senant	Senant	ADJ.Pos.Pred	1.0	dict/danneil.json
schenant	Senant	Senant	ADV	0.78125	dict/danneil.json
schänder'n	Sendern	Sendern	VERB.Inf	1.0	dict/danneil.json
schänder'n	Sendern	Sendern	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
schändgn	Sendgen	Sendgen	VERB.Inf	1.0	dict/danneil.json
schändgn	Sendgen	Sendgen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
schänn'	Senen	Senen	VERB.Inf	1.0	dict/danneil.json
schänn'	Senen	Senen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Schäp	Sep	Sep?	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Schäp	Sep	Sep?	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Schäp	Sep	Sep?	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Scherw'l	Servel	Servel	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Scherw’l	Servel	Servel	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Scherw'l	Servel	Servel	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Scherw’l	Servel	Servel	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Scherw'l	Servel	Servel	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Scherw’l	Servel	Servel	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Scherw'l	Servel	Servel	NOUN.Sg.Acc	1.0	dict/danneil.json
Scherw’l	Servel	Servel	NOUN.Sg.Acc	1.0	dict/danneil.json
Scherw'l	Servel	Servel	NOUN.Sg.Dat	1.0	dict/danneil.json
Scherw’l	Servel	Servel	NOUN.Sg.Dat	1.0	dict/danneil.json
Scherw'l	Servel	Servel	NOUN.Sg.Nom	1.0	dict/danneil.json
Scherw’l	Servel	Servel	NOUN.Sg.Nom	1.0	dict/danneil.json
Schät	Set	Set?	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Schät	Set	Set?	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Schät	Set	Set?	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Schettr	Seter	Seter	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Schettr	Seter	Seter	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Schettr	Seter	Seter	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Schecht	Sext	Sext	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Schecht	Sext	Sext	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Schecht	Sext	Sext	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
schecht'n	Sexten	Sexten	VERB.Inf	1.0	dict/danneil.json
schecht'n	Sexten	Sexten	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Schick	Sik	Sik	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Schick	Sik	Sik	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Schick	Sik	Sik	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
schick'n	Siken	Siken	VERB.Inf	1.0	dict/danneil.json
schick'n	Siken	Siken	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
SM'n	SiltÜg	Sil+tÜg	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Siltug	SiltÜg	Sil+tÜg	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
SM'n	SiltÜg	Sil+tÜg	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Siltug	SiltÜg	Sil+tÜg	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
SM'n	SiltÜg	Sil+tÜg	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
Siltug	SiltÜg	Sil+tÜg	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
Schillebott	Silebot	Silebot	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Schillebott	Silebot	Silebot	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Schillebott	Silebot	Silebot	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Schillebott	Silebot	Silebot	NOUN.Sg.Acc	1.0	dict/danneil.json
Schillebott	Silebot	Silebot	NOUN.Sg.Dat	1.0	dict/danneil.json
Schillebott	Silebot	Silebot	NOUN.Sg.Nom	1.0	dict/danneil.json
Schillerhus	SilerhUs	Siler+hUs	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Schillerhus	SilerhUs	Siler+hUs	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Schillerhus	SilerhUs	Siler+hUs	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
schillern	Silern	Silern	VERB.Inf	1.0	dict/danneil.json
schillern	Silern	Silern	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Schilling	Siling	Siling	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Schilling	Siling	Siling	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Schilling	Siling	Siling	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
schimfern	Simfern	Simfern	VERB.Inf	1.0	dict/danneil.json
schimfern	Simfern	Simfern	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Schimp	Simp	Simp	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Schimp	Simp	Simp	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Schimp	Simp	Simp	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Schinn	Sin	Sin	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Schinn	Sin	Sin	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Schinn	Sin	Sin	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Schinn	Sin	Sin	NOUN.Sg.Acc	1.0	dict/danneil.json
Schinn	Sin	Sin	NOUN.Sg.Dat	1.0	dict/danneil.json
Schinn	Sin	Sin	NOUN.Sg.Nom	1.0	dict/danneil.json
Schindlûd'r	SindlUder	Sind+lUder	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Schindlûd'r	SindlUder	Sind+lUder	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Schindlûd'r	SindlUder	Sind+lUder	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
schinn'	Sinen	Sinen	VERB.Inf	1.0	dict/danneil.json
schinn'	Sinen	Sinen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
schinn	Sinen	Sinen	VERB.Inf	1.0	dict/danneil.json
schinn'	Sinen	Sinen	VERB.Inf	1.0	dict/danneil.json
schinn	Sinen	Sinen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
schinn'	Sinen	Sinen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Schinnerkal	Sinerkal	Siner+kal	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Schinnerkal	Sinerkal	Siner+kal	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Schinnerkal	Sinerkal	Siner+kal	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Schinnerkal	Sinerkal	Siner+kal	NOUN.Sg.Acc	1.0	dict/danneil.json
Schinnerkal	Sinerkal	Siner+kal	NOUN.Sg.Dat	1.0	dict/danneil.json
Schinnerkal	Sinerkal	Siner+kal	NOUN.Sg.Nom	1.0	dict/danneil.json
Schinnerpack	Sinerpak	Siner+pak	NOUN.Neut.Acc.Sg	0.9526627218934911	dict/danneil.json
Schinnerpack	Sinerpak	Siner+pak	NOUN.Neut.Dat.Sg	0.9585798816568047	dict/danneil.json
Schinnerpack	Sinerpak	Siner+pak	NOUN.Neut.Nom.Sg	1.0	dict/danneil.json
Schinn'r	Siner	Siner	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Schinn'r	Siner	Siner	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Schinn'r	Siner	Siner	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Schinkendef	SinkendEf	Sinken+dEf	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Schinkendef	SinkendEf	Sinken+dEf	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Schinkendef	SinkendEf	Sinken+dEf	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Schink'n	Sinken	Sinken	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Schink'n	Sinken	Sinken	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Schink'n	Sinken	Sinken	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Schink'n	Sinken	Sinken	NOUN.Sg.Acc	1.0	dict/danneil.json
Schink'n	Sinken	Sinken	NOUN.Sg.Dat	1.0	dict/danneil.json
Schink'n	Sinken	Sinken	NOUN.Sg.Nom	1.0	dict/danneil.json
Schipp	Sip	Sip	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Schipp	Sip	Sip	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Schipp	Sip	Sip	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
schicht	Sixt	Sixt	VERB.Inf	1.0	dict/danneil.json
schicht	Sixt	Sixt	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Slèf	SlEf	SlEf	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Slêf	SlEf	SlEf	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Slèf	SlEf	SlEf	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Slêf	SlEf	SlEf	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Slèf	SlEf	SlEf	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Slêf	SlEf	SlEf	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Slon'	SlEn	SlEn?	NOUN.Pl.Acc	0.9047619047619048	dict/danneil.json
Slon'	SlEn	SlEn?	NOUN.Pl.Dat	0.7619047619047619	dict/danneil.json
Slon'	SlEn	SlEn?	NOUN.Pl.Nom	1.0	dict/danneil.json
Slop	SlEp	SlEp?	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Slop	SlEp	SlEp?	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Slop	SlEp	SlEp?	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
slop'n	SlEpen	SlEpen?	VERB.Inf	1.0	dict/danneil.json
slop'n	SlEpen	SlEpen?	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Slêt	SlEt	SlEt	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Slêt	SlEt	SlEt	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Slêt	SlEt	SlEt	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Slêt	SlEt	SlEt	NOUN.Sg.Acc	1.0	dict/danneil.json
Slêt	SlEt	SlEt	NOUN.Sg.Dat	1.0	dict/danneil.json
Slêt	SlEt	SlEt	NOUN.Sg.Nom	1.0	dict/danneil.json
Schlêten	SlEten	SlEten	NOUN.Pl.Acc	0.9047619047619048	dict/danneil.json
Schlêten	SlEten	SlEten	NOUN.Pl.Dat	0.7619047619047619	dict/danneil.json
Schlêten	SlEten	SlEten	NOUN.Pl.Nom	1.0	dict/danneil.json
Sli	SlI	SlI	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Sli	SlI	SlI	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Sli	SlI	SlI	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Slikaster	SlIkaster	SlIk+aster?	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Slikaster	SlIkaster	SlIk+aster?	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Slikaster	SlIkaster	SlIk+aster?	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Slikaster	SlIkaster	SlIk+aster?	NOUN.Sg.Acc	1.0	dict/danneil.json
Slikaster	SlIkaster	SlIk+aster?	NOUN.Sg.Dat	1.0	dict/danneil.json
Slikaster	SlIkaster	SlIk+aster?	NOUN.Sg.Nom	1.0	dict/danneil.json
Slikfister	SlIkfister	SlIk+fister?	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Slikfister	SlIkfister	SlIk+fister?	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Slikfister	SlIkfister	SlIk+fister?	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
slik'n	SlIken	SlIken	_	1.0	dict/danneil.json
slik'n	SlIken	SlIken	VERB.Inf	1.0	dict/danneil.json
slik'n	SlIken	SlIken	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Slik'r	SlIker	SlIker	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Slik'r	SlIker	SlIker	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Slik'r	SlIker	SlIker	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Slim	SlIm	SlIm	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Slirn	SlIm	SlIm	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Slim	SlIm	SlIm	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Slirn	SlIm	SlIm	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Slim	SlIm	SlIm	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Slirn	SlIm	SlIm	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
Slipstèn	SlIpstEn	SlIp+stEn	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Slipstèn	SlIpstEn	SlIp+stEn	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Slipstèn	SlIpstEn	SlIp+stEn	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
slip'n	SlIpen	SlIpen	VERB.Inf	1.0	dict/danneil.json
slip'n	SlIpen	SlIpen	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
slipig	SlIpig	SlIpig	ADJ.Pos.Pred	1.0	dict/danneil.json
slipig	SlIpig	SlIpig	ADV	0.78125	dict/danneil.json
slowitt	SlOwit	SlO+wit	VERB.Inf	1.0	dict/danneil.json
slowitt	SlOwit	SlO+wit	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
slowitt	SlOwit	SlO+wit	VERB.PPast.wk	1.0	dict/danneil.json
Slop	SlOp	SlOp?	NOUN.Masc.Acc.Sg	0.9486301369863014	dict/danneil.json
Slop	SlOp	SlOp?	NOUN.Masc.Dat.Sg	0.9486301369863014	dict/danneil.json
Slop	SlOp	SlOp?	NOUN.Masc.Nom.Sg	1.0	dict/danneil.json
sludrig.	SlUdrig	SlUdrig	ADJ.Pos.Pred	1.0	dict/danneil.json
sludrig.	SlUdrig	SlUdrig	ADV	0.78125	dict/danneil.json
slut'n	SlUten	SlUten	VERB.Inf	1.0	dict/danneil.json
slut'n	SlUten	SlUten	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
Slaw	SlUv	SlUv?	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Slaw'	SlUv	SlUv?	NOUN.Fem.Acc.Sg	0.9488636363636364	dict/danneil.json
Slaw	SlUv	SlUv?	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Slaw'	SlUv	SlUv?	NOUN.Fem.Dat.Sg	0.9431818181818182	dict/danneil.json
Slaw	SlUv	SlUv?	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
Slaw'	SlUv	SlUv?	NOUN.Fem.Nom.Sg	1.0	dict/danneil.json
slabb'n	Slaben	Slaben	VERB.Inf	1.0	dict/danneil.json
slabbern	Slaben	Slaben	VERB.Inf	1.0	dict/danneil.json
slabb❜n	Slaben	Slaben	VERB.Inf	1.0	dict/danneil.json
slabb'n	Slaben	Slaben	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
slabbern	Slaben	Slaben	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
slabb❜n	Slaben	Slaben	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
slabbern	Slabern	Slabern	VERB.Inf	1.0	dict/danneil.json
slabbern	Slabern	Slabern	VERB._.Pl.Ind.Prs	0.8654970760233918	dict/danneil.json
slabbrig	Slabrig	Slabrig	ADJ.Pos.Pred	1.0	dict/danneil.json
slabbrig	Slabrig	Slabrig	ADV	0.78125	dict/danneil.json
Sladd'r	Slader	Slader	NOUN.Pl_uml.Acc	0.5	dict/danneil.json
Sladd'r	Slader	Slader	NOUN.Pl_uml.Dat	0.5	dict/danneil.json
Sladd'r	Slader	Slader	NOUN.Pl_uml.Nom	0.5	dict/danneil.json
Sladd'r	Slader	Slader	NOUN.Sg.Acc	1.0	dict/danneil.json
Sladd'r	Slader	Slader	NOUN.Sg.Dat	1.0	dict/danneil.json
